name,address,rating,review_count,latitude,longitude,type,place_id,business_status,current_opening_hours,editorial_summary,international_phone_number,price_level,reservable,secondary_opening_hours,url,website
FassOase - Mobile Sauna Berlin,"Nantesstraße 10, 13127 Berlin, Germany",5,2,52.6007409,13.4190987,sauna,ChIJtTA9JcNTqEcRxHyU0qz8daM,OPERATIONAL,"['Monday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20095:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20095:00\u202fPM']",N/A,+49 1520 2088286,N/A,N/A,N/A,https://maps.google.com/?cid=11778598219654921412,http://www.fassoase.de/
Salt Pearl - Your Salt & Float Lounge,"Meyerbeerstraße 111, 13088 Berlin, Germany",4.8,143,52.5492888,13.4645063,sauna,ChIJw5ghD8VNqEcRjSNF_QAgiAU,OPERATIONAL,"['Monday: Closed', 'Tuesday: 2:00\u2009–\u20098:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20093:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20093:00\u202fPM', 'Friday: 2:00\u2009–\u20098:00\u202fPM', 'Saturday: 2:00\u2009–\u20098:00\u202fPM', 'Sunday: Closed']",N/A,+49 30 22357585,N/A,N/A,"[{'open_now': True, 'periods': [{'close': {'date': '2024-09-12', 'day': 4, 'time': '2359', 'truncated': True}, 'open': {'date': '2024-09-06', 'day': 5, 'time': '0000', 'truncated': True}}], 'type': 'ONLINE_SERVICE_HOURS', 'weekday_text': ['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']}]",https://maps.google.com/?cid=398603755643544461,http://www.salzperle-berlin.de/
"""Beauty Place Spa"" im Holmes Place Club am Gendarmenmarkt","Charlottenstraße 58, 10117 Berlin, Germany",3.1,33,52.5125365,13.390972,sauna,ChIJXY5s3WtRqEcRY3eb-Nyefdk,OPERATIONAL,"['Monday: 10:00\u202fAM\u2009–\u200911:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u200911:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u200911:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u200911:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u200911:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u200910:00\u202fPM']",N/A,+49 30 20624960,N/A,N/A,N/A,https://maps.google.com/?cid=15671856950220126051,http://www.beautyplacespa.com/
Vabali,"Seydlitzstraße 6, 10557 Berlin, Germany",4.7,11948,52.5286536,13.3592849,therme,ChIJjfrdZphRqEcRT6O7Rn8rVLI,OPERATIONAL,"['Monday: 9:00\u202fAM\u2009–\u200912:00\u202fAM', 'Tuesday: 9:00\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 9:00\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 9:00\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 9:00\u202fAM\u2009–\u200912:00\u202fAM', 'Saturday: 9:00\u202fAM\u2009–\u200912:00\u202fAM', 'Sunday: 9:00\u202fAM\u2009–\u200912:00\u202fAM']","Treatments are available at this Bali-style spa facility with 2-hour, 4-hour & day tickets.",+49 30 9114860,N/A,N/A,N/A,https://maps.google.com/?cid=12849943462442410831,https://www.vabali.de/berlin/
MyWellness Berlin Wilmersdorf,"Kurfürstendamm 146, 10709 Berlin, Germany",4.5,1601,52.4982049,13.2990478,therme,ChIJHW9hLmJRqEcRF4FrnaUDL00,OPERATIONAL,"['Monday: 9:00\u202fAM\u2009–\u200912:00\u202fAM', 'Tuesday: 9:00\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 9:00\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 9:00\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 9:00\u202fAM\u2009–\u200912:00\u202fAM', 'Saturday: 9:00\u202fAM\u2009–\u200912:00\u202fAM', 'Sunday: 9:00\u202fAM\u2009–\u200912:00\u202fAM']",N/A,+49 231 55030039,N/A,N/A,"[{'open_now': True, 'periods': [{'close': {'date': '2024-09-09', 'day': 1, 'time': '0000'}, 'open': {'date': '2024-09-08', 'day': 0, 'time': '0900'}}, {'close': {'date': '2024-09-10', 'day': 2, 'time': '0000'}, 'open': {'date': '2024-09-09', 'day': 1, 'time': '0900'}}, {'close': {'date': '2024-09-11', 'day': 3, 'time': '0000'}, 'open': {'date': '2024-09-10', 'day': 2, 'time': '0900'}}, {'close': {'date': '2024-09-12', 'day': 4, 'time': '0000'}, 'open': {'date': '2024-09-11', 'day': 3, 'time': '0900'}}, {'close': {'date': '2024-09-12', 'day': 4, 'time': '2359', 'truncated': True}, 'open': {'date': '2024-09-12', 'day': 4, 'time': '0900'}}, {'close': {'date': '2024-09-07', 'day': 6, 'time': '0000'}, 'open': {'date': '2024-09-06', 'day': 5, 'time': '0900'}}, {'close': {'date': '2024-09-08', 'day': 0, 'time': '0000'}, 'open': {'date': '2024-09-07', 'day': 6, 'time': '0900'}}], 'type': 'ACCESS', 'weekday_text': ['Monday: 9:00\u202fAM\u2009–\u200912:00\u202fAM', 'Tuesday: 9:00\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 9:00\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 9:00\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 9:00\u202fAM\u2009–\u200912:00\u202fAM', 'Saturday: 9:00\u202fAM\u2009–\u200912:00\u202fAM', 'Sunday: 9:00\u202fAM\u2009–\u200912:00\u202fAM']}, {'open_now': True, 'periods': [{'close': {'date': '2024-09-09', 'day': 1, 'time': '0000'}, 'open': {'date': '2024-09-08', 'day': 0, 'time': '0900'}}, {'close': {'date': '2024-09-10', 'day': 2, 'time': '0000'}, 'open': {'date': '2024-09-09', 'day': 1, 'time': '0900'}}, {'close': {'date': '2024-09-11', 'day': 3, 'time': '0000'}, 'open': {'date': '2024-09-10', 'day': 2, 'time': '0900'}}, {'close': {'date': '2024-09-12', 'day': 4, 'time': '0000'}, 'open': {'date': '2024-09-11', 'day': 3, 'time': '0900'}}, {'close': {'date': '2024-09-12', 'day': 4, 'time': '2359', 'truncated': True}, 'open': {'date': '2024-09-12', 'day': 4, 'time': '0900'}}, {'close': {'date': '2024-09-07', 'day': 6, 'time': '0000'}, 'open': {'date': '2024-09-06', 'day': 5, 'time': '0900'}}, {'close': {'date': '2024-09-08', 'day': 0, 'time': '0000'}, 'open': {'date': '2024-09-07', 'day': 6, 'time': '0900'}}], 'type': 'KITCHEN', 'weekday_text': ['Monday: 9:00\u202fAM\u2009–\u200912:00\u202fAM', 'Tuesday: 9:00\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 9:00\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 9:00\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 9:00\u202fAM\u2009–\u200912:00\u202fAM', 'Saturday: 9:00\u202fAM\u2009–\u200912:00\u202fAM', 'Sunday: 9:00\u202fAM\u2009–\u200912:00\u202fAM']}, {'open_now': True, 'periods': [{'close': {'date': '2024-09-12', 'day': 4, 'time': '2359', 'truncated': True}, 'open': {'date': '2024-09-06', 'day': 5, 'time': '0000', 'truncated': True}}], 'type': 'ONLINE_SERVICE_HOURS', 'weekday_text': ['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']}]",https://maps.google.com/?cid=5561668074671407383,https://mywellness.de/berlin/?utm_source=GMB&utm_medium=Yext
Havel-Therme,"Zum Großen Zernsee 15, 14542 Werder (Havel), Germany",4.2,4247,52.3994069,12.9240384,therme,ChIJE6er07XzqEcRBSZW9Zun7eM,OPERATIONAL,"['Monday: 9:00\u202fAM\u2009–\u200912:00\u202fAM', 'Tuesday: 9:00\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 9:00\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 9:00\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 9:00\u202fAM\u2009–\u20091:00\u202fAM', 'Saturday: 9:00\u202fAM\u2009–\u20091:00\u202fAM', 'Sunday: 9:00\u202fAM\u2009–\u200912:00\u202fAM']",N/A,+49 3327 724920,N/A,N/A,N/A,https://maps.google.com/?cid=16423967704367900165,http://www.havel-therme.de/
Liquidrom,"Möckernstraße 10, 10963 Berlin, Germany",4.2,3426,52.50158030000001,13.3811599,therme,ChIJM60oqdJRqEcRy8_3DSb5_JI,OPERATIONAL,"['Monday: 9:00\u202fAM\u2009–\u200912:00\u202fAM', 'Tuesday: 9:00\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 9:00\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 9:00\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 9:00\u202fAM\u2009–\u20091:00\u202fAM', 'Saturday: 9:00\u202fAM\u2009–\u20091:00\u202fAM', 'Sunday: 9:00\u202fAM\u2009–\u200912:00\u202fAM']","Cool spa in building resembling a circus tent, with multiple pools, saunas & underwater music.",N/A,N/A,N/A,N/A,https://maps.google.com/?cid=10591614365506981835,https://www.liquidrom-berlin.de/
tranxx - Floating Bath & Massage World,"Akazienstraße 27, 10823 Berlin, Germany",4.8,465,52.4868544,13.3550469,therme,ChIJX1L0AkFQqEcRYKTRa-oY7ew,OPERATIONAL,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: Closed', 'Saturday: Closed', 'Sunday: Closed']",N/A,+49 30 78957280,N/A,N/A,N/A,https://maps.google.com/?cid=17072329157541733472,http://www.tranxx.de/
Waldorf Astoria Spa,"Hardenbergstraße 28/Floor 5, 10623 Berlin, Germany",4.5,94,52.50548149999999,13.332767,therme,ChIJB7k_Uf5QqEcREfjNW3es8gA,OPERATIONAL,"['Monday: 10:00\u202fAM\u2009–\u20099:30\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20099:30\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20099:30\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20099:30\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20099:30\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20099:30\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20099:30\u202fPM']",N/A,+49 30 8140002950,N/A,N/A,N/A,https://maps.google.com/?cid=68306573005289489,https://waldorfastoriaberlin.de/en/waldorfastoria-spa/
KIEZ SAUNA - The sauna in Berlin-Friedrichshain,"Graudenzer Str. 19, 10243 Berlin, Germany",4.3,439,52.5150969,13.448653,therme,ChIJAz5cv0JOqEcRUolqyMHNAVc,OPERATIONAL,"['Monday: 3:00\u202fPM\u2009–\u200912:00\u202fAM', 'Tuesday: 3:00\u202fPM\u2009–\u200912:00\u202fAM', 'Wednesday: 3:00\u202fPM\u2009–\u200912:00\u202fAM', 'Thursday: 3:00\u202fPM\u2009–\u200912:00\u202fAM', 'Friday: 3:00\u202fPM\u2009–\u200912:00\u202fAM', 'Saturday: 3:00\u202fPM\u2009–\u200912:00\u202fAM', 'Sunday: 3:00\u202fPM\u2009–\u200912:00\u202fAM']",N/A,+49 30 29774040,N/A,N/A,N/A,https://maps.google.com/?cid=6269518388451248466,http://www.kiezsauna.de/
HOLIDAY SPA,"Düsterhauptstraße 15, 13469 Berlin, Germany",4.4,467,52.6102771,13.3180084,therme,ChIJ30fgnJtUqEcRDbsft5FAUKA,OPERATIONAL,"['Monday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 9:15\u202fAM\u2009–\u20097:30\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: Closed', 'Friday: 12:00\u2009–\u200911:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u200911:00\u202fPM', 'Sunday: 10:30\u202fAM\u2009–\u20099:00\u202fPM']",N/A,+49 30 40208410,N/A,N/A,N/A,https://maps.google.com/?cid=11551804038792067853,http://www.holiday-spa.berlin/
Saunabad Berlin Prenzlauer Berg,"Rykestraße 10, 10405 Berlin, Germany",4.1,202,52.5357614,13.420231,therme,ChIJK8TA4QNOqEcRY5JwoVOwVIk,OPERATIONAL,"['Monday: 3:00\u202fPM\u2009–\u200912:00\u202fAM', 'Tuesday: 3:00\u202fPM\u2009–\u200912:00\u202fAM', 'Wednesday: 3:00\u202fPM\u2009–\u200912:00\u202fAM', 'Thursday: 3:00\u202fPM\u2009–\u200912:00\u202fAM', 'Friday: 3:00\u202fPM\u2009–\u200912:00\u202fAM', 'Saturday: 3:00\u202fPM\u2009–\u200912:00\u202fAM', 'Sunday: 12:00\u202fPM\u2009–\u200912:00\u202fAM']",N/A,+49 30 44046397,N/A,N/A,N/A,https://maps.google.com/?cid=9895728154477105763,http://www.saunabad-berlin.de/
Sultan Hamam Berlin,"Bülowstraße 56-57, 10783 Berlin, Germany",4.4,1180,52.4952468,13.3677644,therme,ChIJtahaqDdQqEcR1zFN5uV9BVQ,OPERATIONAL,"['Monday: 3:00\u2009–\u200910:00\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u200910:00\u202fPM']",N/A,+49 30 21753375,N/A,N/A,"[{'open_now': True, 'periods': [{'close': {'date': '2024-09-12', 'day': 4, 'time': '2359', 'truncated': True}, 'open': {'date': '2024-09-06', 'day': 5, 'time': '0000', 'truncated': True}}], 'type': 'ONLINE_SERVICE_HOURS', 'weekday_text': ['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']}]",https://maps.google.com/?cid=6054383700434301399,https://sultanhamam.de/
SAUNARIVM - your wellness temple,"Breite Str. 22B, 13187 Berlin, Germany",4.5,296,52.5701189,13.4021282,therme,ChIJozaL_BZOqEcRtBbk6lMcKZw,OPERATIONAL,N/A,N/A,+49 30 49760714,N/A,N/A,N/A,https://maps.google.com/?cid=11252556290710574772,http://www.saunarivm.de/
Gewölbe-Sauna,"Fröbelstraße 17, 10405 Berlin, Germany",4,332,52.5409532,13.4259317,therme,ChIJ1VR_h_1NqEcRzArowYXfX7Y,OPERATIONAL,"['Monday: 3:00\u2009–\u200911:00\u202fPM', 'Tuesday: 3:00\u2009–\u200911:00\u202fPM', 'Wednesday: 3:00\u2009–\u200911:00\u202fPM', 'Thursday: 3:00\u2009–\u200911:00\u202fPM', 'Friday: 3:00\u2009–\u200911:00\u202fPM', 'Saturday: 3:00\u2009–\u20099:00\u202fPM', 'Sunday: 3:00\u2009–\u20099:00\u202fPM']",N/A,+49 30 4232827,N/A,N/A,N/A,https://maps.google.com/?cid=13141468003267250892,http://www.gewoelbe-sauna.de/
Lützow Sauna,"Lützowstraße 106, 10785 Berlin, Germany",4.5,114,52.5020244,13.3695479,therme,ChIJdWJwDjVQqEcRymhI9qv5YhQ,OPERATIONAL,"['Monday: 6:00\u2009–\u200910:00\u202fPM', 'Tuesday: Closed', 'Wednesday: 4:00\u2009–\u200910:00\u202fPM', 'Thursday: Closed', 'Friday: 4:00\u2009–\u200910:00\u202fPM', 'Saturday: Closed', 'Sunday: 4:00\u2009–\u200910:00\u202fPM']",N/A,+49 30 2622827,N/A,N/A,N/A,https://maps.google.com/?cid=1469010945442867402,http://www.luetzow-sauna.de/
Therme Berlin - Wellness Center,"Litfaß-Platz 47, 10178 Berlin, Germany",0,0,52.5219254,13.4031566,therme,ChIJtZ2UZUNRqEcRBkE8kmQVT4M,OPERATIONAL,"['Monday: 5:00\u202fAM\u2009–\u200911:00\u202fPM', 'Tuesday: 5:00\u202fAM\u2009–\u200911:00\u202fPM', 'Wednesday: 5:00\u202fAM\u2009–\u200911:00\u202fPM', 'Thursday: 5:00\u202fAM\u2009–\u200911:00\u202fPM', 'Friday: 5:00\u202fAM\u2009–\u200911:00\u202fPM', 'Saturday: 5:00\u202fAM\u2009–\u200911:00\u202fPM', 'Sunday: 5:00\u202fAM\u2009–\u200911:00\u202fPM']",N/A,N/A,N/A,N/A,N/A,https://maps.google.com/?cid=9461804863823036678,N/A
Gezer Massage,"Alexanderpl. 7, 10178 Berlin, Germany",4.4,106,52.5228494,13.4129207,therme,ChIJY_RROCxPqEcRuf4g9qYIPuc,OPERATIONAL,"['Monday: 12:00\u2009–\u200910:00\u202fPM', 'Tuesday: 12:00\u2009–\u200910:00\u202fPM', 'Wednesday: 12:00\u2009–\u200910:00\u202fPM', 'Thursday: 12:00\u2009–\u200910:00\u202fPM', 'Friday: 12:00\u2009–\u200910:00\u202fPM', 'Saturday: 12:00\u2009–\u200910:00\u202fPM', 'Sunday: 12:00\u2009–\u200910:00\u202fPM']",N/A,+49 30 23894264,N/A,N/A,N/A,https://maps.google.com/?cid=16662765184504364729,http://www.gezer-massagen.com/
Gezer Spa - Berlin Friedrichstraße,"Friedrichstraße 158-164, 10117 Berlin, Germany",4.7,134,52.515956,13.388512,therme,ChIJeame5RJRqEcRom5QdWC355w,OPERATIONAL,"['Monday: 2:00\u2009–\u200910:00\u202fPM', 'Tuesday: 2:00\u2009–\u200910:00\u202fPM', 'Wednesday: 2:00\u2009–\u200910:00\u202fPM', 'Thursday: 2:00\u2009–\u200910:00\u202fPM', 'Friday: 2:00\u2009–\u200910:00\u202fPM', 'Saturday: 2:00\u2009–\u200910:00\u202fPM', 'Sunday: 2:00\u2009–\u200910:00\u202fPM']",N/A,+49 30 20274105,N/A,N/A,N/A,https://maps.google.com/?cid=11306207014449868450,http://www.gezer-massagen.com/
ONO Spa,"ONO Spa im THE MANDALA HOTEL, Potsdamer Str. 3, 10785 Berlin, Germany",4.8,73,52.5089736,13.3736811,therme,ChIJIeqReMlRqEcRStOIkiCYMjM,OPERATIONAL,"['Monday: 4:00\u2009–\u20099:00\u202fPM', 'Tuesday: 4:00\u2009–\u20099:00\u202fPM', 'Wednesday: 4:00\u2009–\u20099:00\u202fPM', 'Thursday: 4:00\u2009–\u20099:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20096:00\u202fPM']",N/A,+49 30 590051100,N/A,N/A,N/A,https://maps.google.com/?cid=3689178310434673482,https://onospa.de/de/
SPA InterContinental,"Budapester Str. 2, 10787 Berlin, Germany",4.4,51,52.5070279,13.345529,therme,ChIJF6VjuqxRqEcRgNvyJ6-3JuA,OPERATIONAL,"['Monday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: 7:00\u202fAM\u2009–\u20099:00\u202fPM']",N/A,+49 30 26023011,N/A,N/A,N/A,https://maps.google.com/?cid=16151799076528249728,https://www.berlin.intercontinental.com/wellness/
Saunainsel Berlin,"Kratzbruch, 10245 Berlin, Germany",5,16,52.48908180000001,13.486593,therme,ChIJfyxdqqBPqEcRZsCeOJiJ9hw,OPERATIONAL,"['Monday: 10:00\u202fAM\u2009–\u200911:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u200911:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u200911:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u200911:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u200911:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u200911:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u200911:00\u202fPM']",N/A,+49 176 77877500,N/A,N/A,N/A,https://maps.google.com/?cid=2087006764210765926,http://batuga.de/saunainsel
float Berlin Mitte Wellness,"Hausvogteipl. 11, 10117 Berlin, Germany",4.6,230,52.5124863,13.3974027,therme,ChIJt7AEwNlRqEcR2ZCBmcpOgr0,OPERATIONAL,"['Monday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20099:00\u202fPM']",N/A,+49 30 20143797,N/A,N/A,"[{'open_now': True, 'periods': [{'close': {'date': '2024-09-12', 'day': 4, 'time': '2359', 'truncated': True}, 'open': {'date': '2024-09-06', 'day': 5, 'time': '0000', 'truncated': True}}], 'type': 'ONLINE_SERVICE_HOURS', 'weekday_text': ['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']}]",https://maps.google.com/?cid=13655563652206530777,http://www.float-berlin.de/
Kristall Wohlfühltherme Ludwigsfelde,"Ostverbinder 10, 14974 Ludwigsfelde, Germany",4.4,7969,52.30575650000001,13.2611584,therme,ChIJy5QkDmRdqEcRDHbH0W49HRY,OPERATIONAL,"['Monday: 9:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u200911:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u200911:00\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u200910:00\u202fPM']","Indoor & outdoor pools, plus saunas & landscaped gardens in a spa facility with dining options.",+49 3378 518790,N/A,N/A,N/A,https://maps.google.com/?cid=1593497389334230540,http://www.kristall-therme-ludwigsfelde.de/
SaarowTherme,"Am Kurpark 1, 15526 Bad Saarow, Germany",4.1,5174,52.2910176,14.0605073,therme,ChIJObV8EB6KB0cRygu_8Wb4dIo,OPERATIONAL,"['Monday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u200911:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u200911:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20099:00\u202fPM']","Sprawling health center with thermal pools, saunas & steam baths, plus a salt room & spa treatments.",+49 33631 8680,N/A,N/A,N/A,https://maps.google.com/?cid=9976872195558673354,https://therme.bad-saarow.de/
centrovital Spa & Sportclub,"Brauereihof 6, 13585 Berlin, Germany",4.4,314,52.54653260000001,13.2101602,therme,ChIJIU_41WtWqEcRR1_eDEwElUY,OPERATIONAL,"['Monday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u200910:00\u202fPM']",N/A,+49 30 81875113,N/A,N/A,N/A,https://maps.google.com/?cid=5085976078864768839,https://www.centrovital-berlin.de/spa-und-sportclub/
